label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Radiator,242,778,357,197,Img_125.jpg,720,1280
Radiator,258,443,449,259,Img_126.jpg,720,1280
Knob_Radiator,270,518,70,84,Img_126.jpg,720,1280
Light_Switch,605,0,99,70,Img_126.jpg,720,1280
Knob_Radiator,104,867,66,60,Img_127.jpg,720,1280
Radiator,88,834,632,379,Img_127.jpg,720,1280
Radiator,279,717,441,454,Img_128.jpg,720,1280
Knob_Radiator,270,799,131,148,Img_128.jpg,720,1280
Knob_Radiator,294,816,86,129,Img_129.jpg,720,1280
Radiator,298,762,422,263,Img_129.jpg,720,1280
Radiator,325,744,395,244,Img_13.jpg,720,1280
Knob_Radiator,329,789,90,118,Img_13.jpg,720,1280
Radiator,261,785,325,173,Img_130.jpg,720,1280
Radiator,39,527,481,225,Img_131.jpg,720,1280
Knob_Radiator,42,550,82,102,Img_131.jpg,720,1280
Light_Switch,424,724,152,112,Img_132.jpg,720,1280
Light_Switch,434,814,143,127,Img_132.jpg,720,1280
Radiator,0,528,403,230,Img_133.jpg,720,1280
Light_Switch,300,717,118,111,Img_134.jpg,720,1280
Light_Switch,311,823,116,100,Img_134.jpg,720,1280
Radiator,500,810,171,127,Img_135.jpg,720,1280
Knob_Radiator,514,827,39,31,Img_135.jpg,720,1280
Radiator,6,275,714,382,Img_136.jpg,720,1280
Radiator,352,533,368,451,Img_137.jpg,720,1280
Knob_Radiator,360,647,94,127,Img_137.jpg,720,1280
Knob_Radiator,401,861,34,30,Img_138.jpg,720,1280
Radiator,400,840,173,138,Img_138.jpg,720,1280
Light_Switch,170,701,86,75,Img_139.jpg,720,1280
Light_Switch,175,775,92,67,Img_139.jpg,720,1280
Light_Switch,543,930,103,106,Img_14.jpg,720,1280
Light_Switch,531,826,119,111,Img_14.jpg,720,1280
Radiator,298,861,192,168,Img_140.jpg,720,1280
Knob_Radiator,303,894,40,40,Img_140.jpg,720,1280
Light_Switch,249,152,169,162,Img_141.jpg,720,1280
Light_Switch,321,682,92,69,Img_142.jpg,720,1280
Light_Switch,340,736,67,75,Img_142.jpg,720,1280
Radiator,413,810,146,115,Img_143.jpg,720,1280
Knob_Radiator,415,826,32,30,Img_143.jpg,720,1280
Knob_Radiator,419,730,29,28,Img_144.jpg,720,1280
Radiator,345,729,106,295,Img_144.jpg,720,1280
Radiator,400,547,320,235,Img_145.jpg,720,1280
Knob_Radiator,404,552,67,88,Img_145.jpg,720,1280
Knob_Radiator,161,841,34,34,Img_146.jpg,720,1280
Radiator,160,836,494,265,Img_146.jpg,720,1280
Light_Switch,13,0,156,160,Img_147.jpg,720,1280
Radiator,0,395,720,546,Img_148.jpg,720,1280
Radiator,37,527,479,231,Img_149.jpg,720,1280
Knob_Radiator,49,555,71,93,Img_149.jpg,720,1280
Radiator,387,487,333,230,Img_15.jpg,720,1280
Knob_Radiator,390,507,73,99,Img_15.jpg,720,1280
Light_Switch,328,704,125,115,Img_150.jpg,720,1280
Light_Switch,326,807,123,102,Img_150.jpg,720,1280
Radiator,289,529,431,262,Img_151.jpg,720,1280
Knob_Radiator,294,549,66,100,Img_151.jpg,720,1280
Radiator,232,389,488,567,Img_152.jpg,720,1280
Radiator,29,506,491,254,Img_153.jpg,720,1280
Knob_Radiator,45,557,72,95,Img_153.jpg,720,1280
Radiator,0,744,429,268,Img_154.jpg,720,1280
Light_Switch,235,134,123,108,Img_154.jpg,720,1280
Light_Switch,218,2,136,131,Img_154.jpg,720,1280
Radiator,316,640,404,278,Img_155.jpg,720,1280
Knob_Radiator,337,679,99,115,Img_155.jpg,720,1280
Radiator,248,521,472,250,Img_156.jpg,720,1280
Knob_Radiator,266,562,85,89,Img_156.jpg,720,1280
Radiator,244,414,475,557,Img_157.jpg,720,1280
Knob_Radiator,233,628,126,144,Img_157.jpg,720,1280
Radiator,336,514,384,294,Img_158.jpg,720,1280
Knob_Radiator,354,542,80,109,Img_158.jpg,720,1280
Radiator,66,397,652,589,Img_159.jpg,720,1280
Knob_Radiator,79,641,128,140,Img_159.jpg,720,1280
Light_Switch,551,802,107,109,Img_16.jpg,720,1280
Light_Switch,365,749,41,42,Img_160.jpg,720,1280
Radiator,134,1033,357,247,Img_160.jpg,720,1280
Knob_Radiator,138,1075,64,73,Img_160.jpg,720,1280
Light_Switch,364,708,41,40,Img_160.jpg,720,1280
Light_Switch,197,708,113,92,Img_161.jpg,720,1280
Light_Switch,198,783,116,98,Img_161.jpg,720,1280
Light_Switch,435,836,124,152,Img_163.jpg,720,1280
Knob_Radiator,510,540,96,101,Img_164.jpg,720,1280
Radiator,501,507,219,286,Img_164.jpg,720,1280
Radiator,195,561,525,478,Img_165.jpg,720,1280
Knob_Radiator,202,626,78,130,Img_165.jpg,720,1280
Knob_Radiator,72,718,95,119,Img_166.jpg,720,1280
Radiator,65,701,608,280,Img_166.jpg,720,1280
Light_Switch,586,115,134,134,Img_166.jpg,720,1280
Light_Switch,604,2,116,117,Img_166.jpg,720,1280
Knob_Radiator,528,655,101,169,Img_167.jpg,720,1280
Knob_Radiator,494,434,130,140,Img_168.jpg,720,1280
Radiator,0,388,640,565,Img_168.jpg,720,1280
Knob_Radiator,334,671,98,121,Img_169.jpg,720,1280
Radiator,326,655,394,241,Img_169.jpg,720,1280
Light_Switch,363,830,120,135,Img_17.jpg,720,1280
Knob_Radiator,181,794,111,175,Img_170.jpg,720,1280
Radiator,136,671,584,337,Img_170.jpg,720,1280
Light_Switch,172,698,109,78,Img_171.jpg,720,1280
Light_Switch,174,778,113,75,Img_171.jpg,720,1280
Knob_Radiator,167,747,102,117,Img_172.jpg,720,1280
Radiator,156,730,564,234,Img_172.jpg,720,1280
Knob_Radiator,399,918,60,48,Img_173.jpg,720,1280
Radiator,391,887,227,187,Img_173.jpg,720,1280
Knob_Radiator,60,794,118,128,Img_174.jpg,720,1280
Radiator,51,755,638,233,Img_174.jpg,720,1280
Light_Switch,570,120,133,126,Img_174.jpg,720,1280
Light_Switch,590,0,130,125,Img_174.jpg,720,1280
Light_Switch,203,715,148,123,Img_175.jpg,720,1280
Light_Switch,189,825,162,126,Img_175.jpg,720,1280
Knob_Radiator,599,820,57,58,Img_176.jpg,720,1280
Radiator,336,805,327,475,Img_176.jpg,720,1280
Knob_Radiator,337,293,60,67,Img_177.jpg,720,1280
Radiator,324,266,359,214,Img_177.jpg,720,1280
Knob_Radiator,172,548,77,102,Img_178.jpg,720,1280
Radiator,160,520,486,235,Img_178.jpg,720,1280
Knob_Radiator,127,91,65,62,Img_179.jpg,720,1280
Radiator,109,70,611,321,Img_179.jpg,720,1280
Light_Switch,64,109,208,213,Img_18.jpg,720,1280
Light_Switch,416,664,76,62,Img_180.jpg,720,1280
Light_Switch,410,722,89,69,Img_180.jpg,720,1280
Knob_Radiator,299,545,87,99,Img_181.jpg,720,1280
Radiator,299,482,421,258,Img_181.jpg,720,1280
Knob_Radiator,0,549,91,106,Img_182.jpg,720,1280
Radiator,0,516,476,249,Img_182.jpg,720,1280
Knob_Radiator,485,428,125,157,Img_183.jpg,720,1280
Radiator,0,401,627,561,Img_183.jpg,720,1280
Light_Switch,463,689,91,74,Img_184.jpg,720,1280
Light_Switch,467,755,89,83,Img_184.jpg,720,1280
Knob_Radiator,332,615,95,137,Img_185.jpg,720,1280
Radiator,320,549,400,472,Img_185.jpg,720,1280
Knob_Radiator,315,286,77,62,Img_186.jpg,720,1280
Radiator,301,186,269,297,Img_186.jpg,720,1280
Light_Switch,285,172,180,162,Img_187.jpg,720,1280
Knob_Radiator,14,657,125,129,Img_188.jpg,720,1280
Radiator,6,531,714,469,Img_188.jpg,720,1280
Knob_Radiator,10,590,83,93,Img_189.jpg,720,1280
Radiator,0,490,490,308,Img_189.jpg,720,1280
Knob_Radiator,298,679,108,112,Img_19.jpg,720,1280
Radiator,291,652,429,246,Img_19.jpg,720,1280
Knob_Radiator,50,731,98,121,Img_190.jpg,720,1280
Radiator,48,705,588,278,Img_190.jpg,720,1280
Light_Switch,551,112,127,137,Img_190.jpg,720,1280
Light_Switch,568,0,131,125,Img_190.jpg,720,1280
Knob_Radiator,251,784,100,129,Img_191.jpg,720,1280
Radiator,250,749,470,227,Img_191.jpg,720,1280
Knob_Radiator,232,681,87,117,Img_192.jpg,720,1280
Radiator,236,657,484,238,Img_192.jpg,720,1280
Knob_Radiator,267,508,76,93,Img_193.jpg,720,1280
Radiator,257,456,463,262,Img_193.jpg,720,1280
Light_Switch,607,0,95,70,Img_193.jpg,720,1280
Knob_Radiator,483,437,136,137,Img_194.jpg,720,1280
Radiator,0,405,616,554,Img_194.jpg,720,1280
Knob_Radiator,393,889,50,42,Img_195.jpg,720,1280
Radiator,382,860,210,171,Img_195.jpg,720,1280
Radiator,0,746,500,260,Img_196.jpg,720,1280
Light_Switch,307,131,132,115,Img_196.jpg,720,1280
Light_Switch,307,0,132,131,Img_196.jpg,720,1280
Knob_Radiator,430,580,119,138,Img_197.jpg,720,1280
Radiator,428,516,292,457,Img_197.jpg,720,1280
Knob_Radiator,129,689,146,127,Img_198.jpg,720,1280
Radiator,131,254,589,758,Img_198.jpg,720,1280
Knob_Radiator,198,801,40,26,Img_199.jpg,720,1280
Radiator,200,781,404,183,Img_199.jpg,720,1280
Knob_Radiator,340,679,107,108,Img_2.jpg,720,1280
Radiator,337,657,383,237,Img_2.jpg,720,1280
Knob_Radiator,348,652,151,140,Img_20.jpg,720,1280
Radiator,358,523,362,455,Img_20.jpg,720,1280
Knob_Radiator,126,832,40,39,Img_200.jpg,720,1280
Radiator,123,814,152,132,Img_200.jpg,720,1280
Knob_Radiator,0,795,99,129,Img_201.jpg,720,1280
Radiator,0,738,609,253,Img_201.jpg,720,1280
Light_Switch,470,119,123,123,Img_201.jpg,720,1280
Light_Switch,485,4,119,121,Img_201.jpg,720,1280
Knob_Radiator,22,790,119,127,Img_202.jpg,720,1280
Radiator,26,743,609,256,Img_202.jpg,720,1280
Light_Switch,533,2,115,125,Img_202.jpg,720,1280
Light_Switch,514,121,117,117,Img_202.jpg,720,1280
Radiator,8,192,709,777,Img_203.jpg,720,1280
Radiator,0,925,380,218,Img_204.jpg,720,1280
Light_Switch,122,229,142,136,Img_204.jpg,720,1280
Light_Switch,83,72,162,160,Img_204.jpg,720,1280
Knob_Radiator,367,231,120,100,Img_205.jpg,720,1280
Radiator,0,202,484,835,Img_205.jpg,720,1280
Knob_Radiator,80,304,77,83,Img_206.jpg,720,1280
Radiator,83,245,637,456,Img_206.jpg,720,1280
Radiator,0,749,410,264,Img_207.jpg,720,1280
Light_Switch,210,136,119,113,Img_207.jpg,720,1280
Light_Switch,187,0,119,138,Img_207.jpg,720,1280
Knob_Radiator,14,554,85,101,Img_208.jpg,720,1280
Radiator,16,525,490,236,Img_208.jpg,720,1280
Light_Switch,334,129,155,149,Img_209.jpg,720,1280
Knob_Radiator,0,757,93,118,Img_21.jpg,720,1280
Radiator,8,709,583,260,Img_21.jpg,720,1280
Light_Switch,471,112,126,118,Img_21.jpg,720,1280
Light_Switch,489,4,111,113,Img_21.jpg,720,1280
Radiator,0,803,476,271,Img_210.jpg,720,1280
Light_Switch,253,29,140,136,Img_210.jpg,720,1280
Light_Switch,278,169,115,115,Img_210.jpg,720,1280
Light_Switch,544,807,108,126,Img_211.jpg,720,1280
Knob_Radiator,266,554,86,90,Img_212.jpg,720,1280
Radiator,264,520,456,245,Img_212.jpg,720,1280
Knob_Radiator,257,811,45,34,Img_213.jpg,720,1280
Radiator,254,805,180,142,Img_213.jpg,720,1280
Knob_Radiator,346,673,125,140,Img_214.jpg,720,1280
Radiator,313,368,407,664,Img_214.jpg,720,1280
Knob_Radiator,426,867,42,40,Img_215.jpg,720,1280
Radiator,422,845,182,162,Img_215.jpg,720,1280
Knob_Radiator,234,82,64,64,Img_216.jpg,720,1280
Radiator,232,61,488,295,Img_216.jpg,720,1280
Light_Switch,265,234,115,175,Img_217.jpg,720,1280
Knob_Radiator,43,559,83,87,Img_218.jpg,720,1280
Radiator,43,525,485,236,Img_218.jpg,720,1280
Knob_Radiator,161,606,109,120,Img_219.jpg,720,1280
Radiator,138,391,582,563,Img_219.jpg,720,1280
Knob_Radiator,23,748,95,123,Img_22.jpg,720,1280
Radiator,25,718,595,245,Img_22.jpg,720,1280
Light_Switch,492,115,133,124,Img_22.jpg,720,1280
Light_Switch,510,2,121,121,Img_22.jpg,720,1280
Light_Switch,391,768,68,66,Img_220.jpg,720,1280
Light_Switch,395,834,66,68,Img_220.jpg,720,1280
Knob_Radiator,3,554,81,102,Img_221.jpg,720,1280
Radiator,7,521,478,237,Img_221.jpg,720,1280
Light_Switch,404,721,154,124,Img_222.jpg,720,1280
Light_Switch,412,831,150,110,Img_222.jpg,720,1280
Radiator,3,277,717,399,Img_223.jpg,720,1280
Radiator,5,33,576,365,Img_224.jpg,720,1280
Knob_Radiator,590,424,130,155,Img_225.jpg,720,1280
Radiator,0,387,714,582,Img_225.jpg,720,1280
Knob_Radiator,212,679,127,135,Img_226.jpg,720,1280
Radiator,192,201,527,791,Img_226.jpg,720,1280
Light_Switch,417,675,91,70,Img_227.jpg,720,1280
Light_Switch,418,746,95,71,Img_227.jpg,720,1280
Knob_Radiator,450,859,42,39,Img_228.jpg,720,1280
Radiator,444,845,180,138,Img_228.jpg,720,1280
Knob_Radiator,135,559,83,98,Img_229.jpg,720,1280
Radiator,140,521,475,243,Img_229.jpg,720,1280
Knob_Radiator,407,861,79,65,Img_23.jpg,720,1280
Radiator,95,861,393,419,Img_23.jpg,720,1280
Knob_Radiator,304,285,69,92,Img_230.jpg,720,1280
Radiator,305,263,415,397,Img_230.jpg,720,1280
Knob_Radiator,39,317,69,61,Img_231.jpg,720,1280
Radiator,43,289,355,216,Img_231.jpg,720,1280
Knob_Radiator,230,79,71,52,Img_232.jpg,720,1280
Radiator,232,56,488,303,Img_232.jpg,720,1280
Light_Switch,134,228,167,216,Img_233.jpg,720,1280
Knob_Radiator,45,579,80,101,Img_234.jpg,720,1280
Radiator,51,495,475,297,Img_234.jpg,720,1280
Knob_Radiator,424,843,44,42,Img_235.jpg,720,1280
Radiator,420,826,210,197,Img_235.jpg,720,1280
Light_Switch,289,735,58,62,Img_236.jpg,720,1280
Light_Switch,338,108,197,203,Img_237.jpg,720,1280
Light_Switch,382,736,57,81,Img_238.jpg,720,1280
Knob_Radiator,175,286,68,68,Img_239.jpg,720,1280
Radiator,164,202,272,269,Img_239.jpg,720,1280
Radiator,0,870,390,258,Img_24.jpg,720,1280
Light_Switch,175,214,142,151,Img_24.jpg,720,1280
Light_Switch,150,68,162,156,Img_24.jpg,720,1280
Knob_Radiator,349,865,47,42,Img_240.jpg,720,1280
Radiator,352,851,217,192,Img_240.jpg,720,1280
Knob_Radiator,291,539,79,98,Img_241.jpg,720,1280
Radiator,290,516,430,270,Img_241.jpg,720,1280
Radiator,0,746,467,279,Img_242.jpg,720,1280
Light_Switch,251,131,129,123,Img_242.jpg,720,1280
Light_Switch,241,2,138,138,Img_242.jpg,720,1280
Radiator,0,384,720,575,Img_243.jpg,720,1280
Knob_Radiator,312,285,77,59,Img_244.jpg,720,1280
Radiator,316,202,260,261,Img_244.jpg,720,1280
Knob_Radiator,152,1026,69,65,Img_245.jpg,720,1280
Radiator,165,1011,323,217,Img_245.jpg,720,1280
Light_Switch,385,737,47,40,Img_245.jpg,720,1280
Light_Switch,389,697,43,45,Img_245.jpg,720,1280
Light_Switch,119,118,220,210,Img_246.jpg,720,1280
Radiator,135,395,585,556,Img_247.jpg,720,1280
Knob_Radiator,429,83,58,56,Img_248.jpg,720,1280
Radiator,429,64,291,303,Img_248.jpg,720,1280
Light_Switch,257,111,190,203,Img_249.jpg,720,1280
Light_Switch,154,119,200,190,Img_25.jpg,720,1280
Knob_Radiator,201,793,31,32,Img_250.jpg,720,1280
Radiator,199,778,413,190,Img_250.jpg,720,1280
Light_Switch,355,109,187,189,Img_251.jpg,720,1280
Knob_Radiator,454,805,65,49,Img_252.jpg,720,1280
Radiator,231,782,284,498,Img_252.jpg,720,1280
Knob_Radiator,321,820,45,30,Img_253.jpg,720,1280
Radiator,311,814,337,282,Img_253.jpg,720,1280
Knob_Radiator,227,351,96,81,Img_254.jpg,720,1280
Radiator,226,347,367,355,Img_254.jpg,720,1280
Knob_Radiator,267,850,47,35,Img_255.jpg,720,1280
Radiator,270,848,194,161,Img_255.jpg,720,1280
Knob_Radiator,123,96,76,56,Img_256.jpg,720,1280
Radiator,108,74,384,321,Img_256.jpg,720,1280
Knob_Radiator,290,87,49,66,Img_257.jpg,720,1280
Radiator,296,73,424,301,Img_257.jpg,720,1280
Light_Switch,258,115,187,191,Img_258.jpg,720,1280
Knob_Radiator,539,235,111,102,Img_259.jpg,720,1280
Radiator,0,202,653,714,Img_259.jpg,720,1280
Knob_Radiator,205,851,54,52,Img_26.jpg,720,1280
Radiator,192,842,528,262,Img_26.jpg,720,1280
Radiator,410,706,103,280,Img_260.jpg,720,1280
Knob_Radiator,279,15,52,53,Img_261.jpg,720,1280
Radiator,277,5,443,342,Img_261.jpg,720,1280
Knob_Radiator,122,296,84,84,Img_262.jpg,720,1280
Radiator,123,195,597,439,Img_262.jpg,720,1280
Knob_Radiator,72,756,93,112,Img_263.jpg,720,1280
Radiator,76,726,588,238,Img_263.jpg,720,1280
Light_Switch,556,111,129,119,Img_263.jpg,720,1280
Light_Switch,578,0,123,121,Img_263.jpg,720,1280
Light_Switch,349,867,90,89,Img_264.jpg,720,1280
Light_Switch,350,791,82,78,Img_264.jpg,720,1280
Light_Switch,360,120,168,160,Img_265.jpg,720,1280
Knob_Radiator,0,684,79,132,Img_266.jpg,720,1280
Radiator,0,666,543,245,Img_266.jpg,720,1280
Light_Switch,395,78,114,121,Img_266.jpg,720,1280
Light_Switch,395,6,117,78,Img_266.jpg,720,1280
Knob_Radiator,203,507,81,98,Img_267.jpg,720,1280
Radiator,200,502,473,230,Img_267.jpg,720,1280
Light_Switch,589,1,94,85,Img_267.jpg,720,1280
Radiator,0,748,478,280,Img_268.jpg,720,1280
Light_Switch,50,120,228,196,Img_269.jpg,720,1280
Light_Switch,290,719,53,73,Img_27.jpg,720,1280
Knob_Radiator,134,834,44,49,Img_270.jpg,720,1280
Radiator,127,812,484,231,Img_270.jpg,720,1280
Light_Switch,105,117,187,203,Img_271.jpg,720,1280
Knob_Radiator,155,825,36,37,Img_272.jpg,720,1280
Radiator,161,801,423,208,Img_272.jpg,720,1280
Light_Switch,531,809,72,63,Img_273.jpg,720,1280
Light_Switch,535,750,64,62,Img_273.jpg,720,1280
Light_Switch,257,804,63,69,Img_274.jpg,720,1280
Light_Switch,263,744,55,70,Img_274.jpg,720,1280
Knob_Radiator,132,809,137,175,Img_275.jpg,720,1280
Radiator,130,711,590,473,Img_275.jpg,720,1280
Light_Switch,270,793,98,105,Img_276.jpg,720,1280
Light_Switch,399,792,104,108,Img_277.jpg,720,1280
Knob_Radiator,65,512,83,93,Img_278.jpg,720,1280
Radiator,68,483,457,313,Img_278.jpg,720,1280
Light_Switch,425,0,94,96,Img_278.jpg,720,1280
Knob_Radiator,130,98,57,52,Img_279.jpg,720,1280
Radiator,127,73,593,317,Img_279.jpg,720,1280
Light_Switch,372,832,131,140,Img_28.jpg,720,1280
Knob_Radiator,419,608,111,135,Img_280.jpg,720,1280
Radiator,407,563,313,456,Img_280.jpg,720,1280
Knob_Radiator,89,371,89,69,Img_281.jpg,720,1280
Radiator,104,359,372,353,Img_281.jpg,720,1280
Radiator,0,744,436,252,Img_282.jpg,720,1280
Light_Switch,236,131,128,120,Img_282.jpg,720,1280
Light_Switch,224,0,138,131,Img_282.jpg,720,1280
Radiator,0,920,437,220,Img_283.jpg,720,1280
Light_Switch,208,228,156,131,Img_283.jpg,720,1280
Light_Switch,191,72,162,162,Img_283.jpg,720,1280
Knob_Radiator,126,100,58,50,Img_284.jpg,720,1280
Radiator,130,71,590,319,Img_284.jpg,720,1280
Knob_Radiator,13,1199,93,81,Img_285.jpg,720,1280
Radiator,18,1151,452,129,Img_285.jpg,720,1280
Light_Switch,339,777,60,54,Img_285.jpg,720,1280
Light_Switch,335,725,62,58,Img_285.jpg,720,1280
Radiator,0,664,453,263,Img_286.jpg,720,1280
Light_Switch,286,78,109,115,Img_286.jpg,720,1280
Light_Switch,284,0,111,86,Img_286.jpg,720,1280
Light_Switch,135,117,217,194,Img_287.jpg,720,1280
Knob_Radiator,226,853,44,48,Img_288.jpg,720,1280
Radiator,228,833,492,269,Img_288.jpg,720,1280
Knob_Radiator,340,822,56,48,Img_289.jpg,720,1280
Radiator,89,816,305,464,Img_289.jpg,720,1280
Knob_Radiator,273,1046,76,60,Img_29.jpg,720,1280
Radiator,262,948,218,296,Img_29.jpg,720,1280
Light_Switch,353,732,32,35,Img_29.jpg,720,1280
Light_Switch,352,694,33,39,Img_29.jpg,720,1280
Knob_Radiator,26,849,115,151,Img_290.jpg,720,1280
Radiator,18,798,659,288,Img_290.jpg,720,1280
Light_Switch,534,154,133,122,Img_290.jpg,720,1280
Light_Switch,567,10,127,142,Img_290.jpg,720,1280
Light_Switch,488,868,92,91,Img_291.jpg,720,1280
Light_Switch,485,787,95,88,Img_291.jpg,720,1280
Knob_Radiator,242,875,42,32,Img_292.jpg,720,1280
Radiator,240,862,216,182,Img_292.jpg,720,1280
Knob_Radiator,134,680,124,143,Img_293.jpg,720,1280
Radiator,107,321,612,688,Img_293.jpg,720,1280
Radiator,295,261,425,530,Img_294.jpg,720,1280
Radiator,0,795,584,264,Img_295.jpg,720,1280
Light_Switch,416,151,134,130,Img_295.jpg,720,1280
Light_Switch,432,8,127,142,Img_295.jpg,720,1280
Light_Switch,354,133,159,170,Img_296.jpg,720,1280
Knob_Radiator,0,929,94,149,Img_297.jpg,720,1280
Radiator,0,902,677,227,Img_297.jpg,720,1280
Light_Switch,545,211,131,140,Img_297.jpg,720,1280
Light_Switch,561,55,158,162,Img_297.jpg,720,1280
Light_Switch,648,450,72,66,Img_298.jpg,720,1280
Light_Switch,320,674,85,69,Img_299.jpg,720,1280
Light_Switch,328,735,83,83,Img_299.jpg,720,1280
Knob_Radiator,206,513,70,87,Img_3.jpg,720,1280
Radiator,208,492,457,243,Img_3.jpg,720,1280
Light_Switch,572,0,108,89,Img_3.jpg,720,1280
Radiator,24,246,696,554,Img_30.jpg,720,1280
Light_Switch,541,794,89,103,Img_300.jpg,720,1280
Knob_Radiator,200,798,35,35,Img_301.jpg,720,1280
Radiator,199,777,395,188,Img_301.jpg,720,1280
Radiator,0,664,477,234,Img_302.jpg,720,1280
Light_Switch,313,81,114,112,Img_302.jpg,720,1280
Light_Switch,307,2,117,76,Img_302.jpg,720,1280
Light_Switch,473,814,106,94,Img_303.jpg,720,1280
Light_Switch,348,786,66,85,Img_304.jpg,720,1280
Light_Switch,340,867,81,87,Img_304.jpg,720,1280
Knob_Radiator,0,1100,81,67,Img_305.jpg,720,1280
Radiator,4,1087,298,193,Img_305.jpg,720,1280
Light_Switch,301,736,61,62,Img_305.jpg,720,1280
Light_Switch,310,794,56,70,Img_305.jpg,720,1280
Knob_Radiator,411,241,126,93,Img_306.jpg,720,1280
Radiator,0,226,539,691,Img_306.jpg,720,1280
Light_Switch,300,817,100,99,Img_307.jpg,720,1280
Knob_Radiator,201,794,33,36,Img_308.jpg,720,1280
Radiator,201,777,404,190,Img_308.jpg,720,1280
Radiator,0,751,425,238,Img_309.jpg,720,1280
Light_Switch,234,126,120,128,Img_309.jpg,720,1280
Light_Switch,228,2,121,132,Img_309.jpg,720,1280
Light_Switch,398,807,57,60,Img_31.jpg,720,1280
Light_Switch,397,742,58,66,Img_31.jpg,720,1280
Knob_Radiator,394,281,81,84,Img_310.jpg,720,1280
Radiator,397,238,323,396,Img_310.jpg,720,1280
Light_Switch,178,877,88,86,Img_311.jpg,720,1280
Light_Switch,177,795,86,86,Img_311.jpg,720,1280
Light_Switch,336,857,85,79,Img_312.jpg,720,1280
Light_Switch,329,783,88,74,Img_312.jpg,720,1280
