
Date/Time,274 [°C],274 [%RH],274 [bar],274 [ppm],274 Dew point [°C],274 Wet bulb temperature [°C],274 [g/m³],713 [m/s],713 [bar],713 [hPa],
07/09/2023 16:10:59,26.8,51.4,0.9678,657,15.9,19.5,13.10,-,0.9684,-0.018,
07/09/2023 16:11:01,26.8,51.4,0.9678,658,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:11:03,26.8,51.4,0.9678,658,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:11:05,26.8,51.4,0.9678,658,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:11:07,26.8,51.4,0.9678,657,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:11:09,26.8,51.4,0.9678,657,15.9,19.5,13.10,-,0.9684,-0.018,
07/09/2023 16:11:11,26.8,51.4,0.9678,656,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:11:13,26.8,51.4,0.9678,657,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:11:15,26.8,51.4,0.9678,657,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:11:17,26.8,51.4,0.9678,656,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:11:19,26.8,51.4,0.9678,656,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:11:21,26.8,51.4,0.9678,656,15.9,19.5,13.10,-,0.9684,-0.018,
07/09/2023 16:11:23,26.8,51.4,0.9677,656,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:11:25,26.8,51.6,0.9678,656,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:11:27,26.8,51.6,0.9678,656,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:11:29,26.8,51.6,0.9678,656,16.0,19.6,13.15,-,0.9684,-0.018,
07/09/2023 16:11:31,26.8,51.6,0.9678,656,16.0,19.6,13.15,-,0.9684,-0.018,
07/09/2023 16:11:33,26.8,51.6,0.9678,656,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:11:35,26.8,51.6,0.9678,657,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:11:37,26.8,51.6,0.9678,659,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:11:39,26.8,51.6,0.9678,659,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:11:41,26.8,51.7,0.9678,661,16.0,19.6,13.18,-,0.9684,-0.018,
07/09/2023 16:11:43,26.8,51.7,0.9678,661,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:11:45,26.8,51.7,0.9678,661,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:11:47,26.8,51.7,0.9677,660,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:11:49,26.8,51.7,0.9678,658,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:11:51,26.8,51.7,0.9678,658,16.0,19.6,13.18,-,0.9684,-0.018,
07/09/2023 16:11:53,26.8,51.7,0.9678,659,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:11:55,26.8,51.7,0.9678,661,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:11:57,26.8,51.7,0.9678,661,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:11:59,26.8,51.7,0.9678,663,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:12:01,26.8,51.7,0.9678,662,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:12:03,26.8,51.7,0.9678,662,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:12:05,26.8,51.7,0.9678,662,16.0,19.6,13.18,-,0.9684,-0.018,
07/09/2023 16:12:07,26.8,51.7,0.9678,663,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:12:09,26.8,51.7,0.9678,663,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:12:11,26.8,51.7,0.9678,663,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:12:13,26.8,51.7,0.9678,664,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:12:15,26.8,51.7,0.9678,664,16.0,19.6,13.18,-,0.9684,-0.018,
07/09/2023 16:12:17,26.8,51.7,0.9678,664,16.0,19.6,13.18,-,0.9685,-0.018,
07/09/2023 16:12:19,26.8,51.6,0.9678,664,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:12:21,26.8,51.6,0.9678,664,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:12:23,26.8,51.6,0.9678,662,16.0,19.6,13.15,-,0.9684,-0.018,
07/09/2023 16:12:25,26.8,51.5,0.9678,661,16.0,19.5,13.13,-,0.9684,-0.018,
07/09/2023 16:12:27,26.8,51.5,0.9678,661,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:29,26.8,51.5,0.9678,661,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:31,26.8,51.5,0.9679,661,16.0,19.5,13.13,-,0.9684,-0.018,
07/09/2023 16:12:33,26.8,51.5,0.9679,661,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:35,26.8,51.5,0.9678,662,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:37,26.8,51.5,0.9679,661,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:39,26.8,51.5,0.9679,661,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:41,26.8,51.5,0.9679,659,16.0,19.5,13.13,-,0.9684,-0.018,
07/09/2023 16:12:43,26.8,51.6,0.9679,658,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:12:45,26.8,51.6,0.9679,658,16.0,19.6,13.15,-,0.9684,-0.018,
07/09/2023 16:12:47,26.8,51.5,0.9678,657,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:49,26.8,51.5,0.9678,658,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:51,26.8,51.5,0.9678,658,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:53,26.8,51.5,0.9679,658,16.0,19.5,13.13,-,0.9684,-0.018,
07/09/2023 16:12:55,26.8,51.5,0.9679,659,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:57,26.8,51.5,0.9679,659,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:12:59,26.8,51.5,0.9679,661,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:13:01,26.8,51.5,0.9679,662,16.0,19.5,13.13,-,0.9684,-0.018,
07/09/2023 16:13:03,26.8,51.5,0.9679,662,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:13:05,26.8,51.5,0.9679,661,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:13:07,26.8,51.5,0.9679,659,16.0,19.5,13.13,-,0.9684,-0.018,
07/09/2023 16:13:09,26.8,51.5,0.9679,659,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:13:11,26.8,51.4,0.9679,659,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:13,26.8,51.4,0.9678,660,15.9,19.5,13.10,-,0.9684,-0.018,
07/09/2023 16:13:15,26.8,51.4,0.9678,660,15.9,19.5,13.10,-,0.9684,-0.018,
07/09/2023 16:13:17,26.8,51.4,0.9678,661,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:19,26.8,51.4,0.9679,661,15.9,19.5,13.10,-,0.9684,-0.018,
07/09/2023 16:13:21,26.8,51.4,0.9679,661,15.9,19.5,13.10,-,0.9684,-0.018,
07/09/2023 16:13:23,26.8,51.4,0.9679,661,15.9,19.5,13.10,-,0.9684,-0.018,
07/09/2023 16:13:25,26.8,51.4,0.9679,661,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:27,26.8,51.4,0.9679,661,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:29,26.8,51.5,0.9679,661,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:13:31,26.8,51.4,0.9679,659,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:33,26.8,51.4,0.9679,659,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:35,26.8,51.4,0.9679,657,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:37,26.8,51.5,0.9679,658,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:13:39,26.8,51.5,0.9679,658,16.0,19.5,13.13,-,0.9684,-0.018,
07/09/2023 16:13:41,26.8,51.5,0.9678,658,16.0,19.5,13.13,-,0.9684,-0.018,
07/09/2023 16:13:43,26.8,51.5,0.9678,660,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:13:45,26.8,51.5,0.9678,660,16.0,19.5,13.13,-,0.9685,-0.018,
07/09/2023 16:13:47,26.8,51.4,0.9679,660,15.9,19.5,13.10,-,0.9684,-0.018,
07/09/2023 16:13:49,26.8,51.4,0.9678,660,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:51,26.8,51.4,0.9678,660,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:53,26.8,51.3,0.9679,661,15.9,19.5,13.08,-,0.9684,-0.018,
07/09/2023 16:13:55,26.8,51.4,0.9678,661,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:57,26.8,51.4,0.9678,661,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:13:59,26.8,51.4,0.9679,660,15.9,19.5,13.10,-,0.9685,-0.018,
07/09/2023 16:14:01,26.8,51.3,0.9678,657,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:03,26.8,51.3,0.9678,657,15.9,19.5,13.08,-,0.9684,-0.018,
07/09/2023 16:14:05,26.8,51.3,0.9678,655,15.9,19.5,13.08,-,0.9684,-0.018,
07/09/2023 16:14:07,26.8,51.3,0.9678,654,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:09,26.8,51.3,0.9678,654,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:11,26.8,51.2,0.9678,657,15.9,19.5,13.05,-,0.9685,-0.018,
07/09/2023 16:14:13,26.8,51.3,0.9678,657,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:15,26.8,51.3,0.9678,657,15.9,19.5,13.08,-,0.9684,-0.018,
07/09/2023 16:14:17,26.8,51.3,0.9678,659,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:19,26.8,51.3,0.9678,658,15.9,19.5,13.08,-,0.9684,-0.018,
07/09/2023 16:14:21,26.8,51.3,0.9678,658,15.9,19.5,13.08,-,0.9684,-0.018,
07/09/2023 16:14:23,26.8,51.2,0.9678,657,15.9,19.5,13.05,-,0.9685,-0.018,
07/09/2023 16:14:25,26.8,51.2,0.9678,655,15.9,19.5,13.05,-,0.9685,-0.018,
07/09/2023 16:14:27,26.8,51.2,0.9678,655,15.9,19.5,13.05,-,0.9684,-0.018,
07/09/2023 16:14:29,26.8,51.3,0.9678,654,15.9,19.5,13.08,-,0.9684,-0.018,
07/09/2023 16:14:31,26.9,51.3,0.9678,653,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:14:33,26.9,51.3,0.9678,653,16.0,19.6,13.15,-,0.9685,-0.018,
07/09/2023 16:14:35,26.8,51.2,0.9678,653,15.9,19.5,13.05,-,0.9684,-0.018,
07/09/2023 16:14:37,26.8,51.3,0.9678,654,15.9,19.5,13.08,-,0.9684,-0.018,
07/09/2023 16:14:39,26.8,51.3,0.9678,654,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:41,26.8,51.3,0.9678,655,15.9,19.5,13.08,-,0.9684,-0.018,
07/09/2023 16:14:43,26.8,51.3,0.9678,656,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:45,26.8,51.3,0.9678,656,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:47,26.8,51.3,0.9678,656,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:49,26.8,51.3,0.9678,655,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:51,26.8,51.3,0.9678,655,15.9,19.5,13.08,-,0.9685,-0.018,
07/09/2023 16:14:53,26.8,51.2,0.9678,655,15.9,19.5,13.05,-,0.9684,-0.018,
07/09/2023 16:14:55,26.8,51.0,0.9677,654,15.8,19.5,13.00,-,0.9685,-0.018,
07/09/2023 16:14:57,26.8,51.0,0.9677,654,15.8,19.5,13.00,-,0.9684,-0.018,
07/09/2023 16:14:59,26.8,50.9,0.9678,652,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:01,26.8,50.9,0.9678,651,15.8,19.4,12.98,-,0.9684,-0.018,
07/09/2023 16:15:03,26.8,50.9,0.9678,651,15.8,19.4,12.98,-,0.9684,-0.018,
07/09/2023 16:15:05,26.8,50.8,0.9677,647,15.8,19.4,12.95,-,0.9685,-0.018,
07/09/2023 16:15:07,26.9,50.8,0.9678,644,15.8,19.5,13.02,-,0.9685,-0.018,
07/09/2023 16:15:09,26.9,50.8,0.9678,644,15.8,19.5,13.02,-,0.9684,-0.018,
07/09/2023 16:15:11,26.8,50.7,0.9677,640,15.7,19.4,12.93,-,0.9684,-0.018,
07/09/2023 16:15:13,26.8,50.7,0.9678,639,15.7,19.4,12.93,-,0.9685,-0.018,
07/09/2023 16:15:15,26.8,50.7,0.9678,639,15.7,19.4,12.93,-,0.9684,-0.018,
07/09/2023 16:15:17,26.9,50.7,0.9678,640,15.8,19.5,13.00,-,0.9685,-0.018,
07/09/2023 16:15:19,26.8,50.7,0.9678,639,15.7,19.4,12.93,-,0.9685,-0.018,
07/09/2023 16:15:21,26.8,50.7,0.9678,639,15.7,19.4,12.93,-,0.9685,-0.018,
07/09/2023 16:15:23,26.8,50.8,0.9678,638,15.8,19.4,12.95,-,0.9685,-0.018,
07/09/2023 16:15:25,26.9,50.8,0.9678,637,15.8,19.5,13.02,-,0.9685,-0.018,
07/09/2023 16:15:27,26.9,50.8,0.9678,637,15.8,19.5,13.02,-,0.9684,-0.018,
07/09/2023 16:15:29,26.8,50.8,0.9678,636,15.8,19.4,12.95,-,0.9685,-0.018,
07/09/2023 16:15:31,26.8,50.9,0.9678,633,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:33,26.8,50.9,0.9678,633,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:35,26.8,50.9,0.9678,633,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:37,26.8,50.9,0.9678,632,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:39,26.8,50.9,0.9678,632,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:41,26.8,50.9,0.9678,632,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:43,26.8,50.9,0.9678,633,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:45,26.8,50.9,0.9678,633,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:47,26.8,50.9,0.9678,635,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:49,26.8,50.9,0.9678,637,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:51,26.8,50.9,0.9678,637,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:15:53,26.9,50.8,0.9678,634,15.8,19.5,13.02,-,0.9684,-0.018,
07/09/2023 16:15:55,26.9,50.8,0.9678,632,15.8,19.5,13.02,-,0.9685,-0.018,
07/09/2023 16:15:57,26.9,50.8,0.9678,632,15.8,19.5,13.02,-,0.9684,-0.018,
07/09/2023 16:15:59,26.8,50.8,0.9678,631,15.8,19.4,12.95,-,0.9685,-0.018,
07/09/2023 16:16:01,26.8,50.9,0.9678,631,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:16:03,26.8,50.9,0.9678,631,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:16:05,26.9,50.8,0.9678,630,15.8,19.5,13.02,-,0.9685,-0.018,
07/09/2023 16:16:07,26.8,50.9,0.9678,627,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:16:09,26.8,50.9,0.9678,627,15.8,19.4,12.98,-,0.9684,-0.018,
07/09/2023 16:16:11,26.9,50.9,0.9678,626,15.9,19.5,13.05,-,0.9684,-0.018,
07/09/2023 16:16:13,26.8,50.9,0.9679,627,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:16:15,26.8,50.9,0.9679,627,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:16:17,26.8,50.9,0.9678,628,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:16:19,26.9,51.0,0.9678,628,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:16:21,26.9,51.0,0.9678,628,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:16:23,26.8,51.0,0.9678,627,15.8,19.5,13.00,-,0.9684,-0.018,
07/09/2023 16:16:25,26.8,50.9,0.9678,627,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:16:27,26.8,50.9,0.9678,627,15.8,19.4,12.98,-,0.9685,-0.018,
07/09/2023 16:16:29,26.9,50.8,0.9678,625,15.8,19.5,13.02,-,0.9685,-0.018,
07/09/2023 16:16:31,26.8,50.8,0.9678,625,15.8,19.4,12.95,-,0.9685,-0.018,
07/09/2023 16:16:33,26.8,50.8,0.9678,625,15.8,19.4,12.95,-,0.9684,-0.018,
07/09/2023 16:16:35,26.8,50.7,0.9678,624,15.7,19.4,12.93,-,0.9685,-0.018,
07/09/2023 16:16:37,26.9,50.8,0.9678,624,15.8,19.5,13.02,-,0.9685,-0.018,
07/09/2023 16:16:39,26.9,50.8,0.9678,624,15.8,19.5,13.02,-,0.9685,-0.018,
07/09/2023 16:16:41,26.8,50.7,0.9678,624,15.7,19.4,12.93,-,0.9685,-0.018,
07/09/2023 16:16:43,26.8,50.7,0.9678,624,15.7,19.4,12.93,-,0.9684,-0.018,
07/09/2023 16:16:45,26.8,50.7,0.9678,624,15.7,19.4,12.93,-,0.9685,-0.018,
07/09/2023 16:16:47,26.8,50.7,0.9678,624,15.7,19.4,12.93,-,0.9685,-0.018,
07/09/2023 16:16:49,26.9,50.6,0.9678,622,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:16:51,26.9,50.6,0.9678,622,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:16:53,26.8,50.6,0.9678,621,15.7,19.4,12.90,-,0.9685,-0.018,
07/09/2023 16:16:55,26.8,50.6,0.9678,618,15.7,19.4,12.90,-,0.9684,-0.018,
07/09/2023 16:16:57,26.8,50.6,0.9678,618,15.7,19.4,12.90,-,0.9685,-0.018,
07/09/2023 16:16:59,26.9,50.6,0.9678,617,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:01,26.9,50.6,0.9678,616,15.8,19.5,12.97,-,0.9684,-0.018,
07/09/2023 16:17:03,26.9,50.6,0.9678,616,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:05,26.8,50.6,0.9678,617,15.7,19.4,12.90,-,0.9685,-0.018,
07/09/2023 16:17:07,26.8,50.6,0.9678,617,15.7,19.4,12.90,-,0.9685,-0.018,
07/09/2023 16:17:09,26.8,50.6,0.9678,617,15.7,19.4,12.90,-,0.9685,-0.018,
07/09/2023 16:17:11,26.9,50.6,0.9678,617,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:13,26.9,50.7,0.9678,617,15.8,19.5,13.00,-,0.9684,-0.018,
07/09/2023 16:17:15,26.9,50.7,0.9678,617,15.8,19.5,13.00,-,0.9684,-0.018,
07/09/2023 16:17:17,26.9,50.7,0.9679,617,15.8,19.5,13.00,-,0.9685,-0.018,
07/09/2023 16:17:19,26.9,50.6,0.9679,617,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:21,26.9,50.6,0.9679,617,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:23,26.9,50.6,0.9678,616,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:25,26.9,50.7,0.9678,616,15.8,19.5,13.00,-,0.9685,-0.018,
07/09/2023 16:17:27,26.9,50.7,0.9678,616,15.8,19.5,13.00,-,0.9684,-0.018,
07/09/2023 16:17:29,26.8,50.7,0.9678,616,15.7,19.4,12.93,-,0.9685,-0.018,
07/09/2023 16:17:31,26.9,50.7,0.9678,619,15.8,19.5,13.00,-,0.9685,-0.018,
07/09/2023 16:17:33,26.9,50.7,0.9678,619,15.8,19.5,13.00,-,0.9685,-0.018,
07/09/2023 16:17:35,26.9,50.7,0.9678,622,15.8,19.5,13.00,-,0.9685,-0.018,
07/09/2023 16:17:37,26.9,50.6,0.9678,624,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:39,26.9,50.6,0.9678,624,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:41,26.9,50.6,0.9678,624,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:43,26.9,50.6,0.9678,622,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:45,26.9,50.6,0.9678,622,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:47,26.9,50.5,0.9678,617,15.8,19.5,12.95,-,0.9685,-0.018,
07/09/2023 16:17:49,26.9,50.6,0.9678,612,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:51,26.9,50.6,0.9678,612,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:53,26.8,50.6,0.9678,609,15.7,19.4,12.90,-,0.9685,-0.018,
07/09/2023 16:17:55,26.9,50.6,0.9678,610,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:57,26.9,50.6,0.9678,610,15.8,19.5,12.97,-,0.9685,-0.018,
07/09/2023 16:17:59,26.8,50.7,0.9679,613,15.7,19.4,12.93,-,0.9685,-0.018,
07/09/2023 16:18:01,26.9,50.8,0.9678,619,15.8,19.5,13.02,-,0.9685,-0.018,
07/09/2023 16:18:03,26.9,50.8,0.9678,619,15.8,19.5,13.02,-,0.9685,-0.018,
07/09/2023 16:18:05,26.9,50.9,0.9679,625,15.9,19.5,13.05,-,0.9685,-0.018,
07/09/2023 16:18:07,26.9,50.9,0.9678,627,15.9,19.5,13.05,-,0.9685,-0.018,
07/09/2023 16:18:09,26.9,50.9,0.9678,627,15.9,19.5,13.05,-,0.9685,-0.018,
07/09/2023 16:18:11,26.9,51.0,0.9678,625,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:13,26.9,51.0,0.9678,625,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:15,26.9,51.0,0.9678,625,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:17,26.9,51.0,0.9678,625,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:19,26.9,51.0,0.9678,625,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:21,26.9,51.0,0.9678,625,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:23,26.9,51.1,0.9678,625,15.9,19.6,13.10,-,0.9685,-0.018,
07/09/2023 16:18:25,26.9,51.0,0.9678,625,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:27,26.9,51.0,0.9678,625,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:29,26.9,51.0,0.9678,627,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:31,26.9,51.0,0.9678,628,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:33,26.9,51.0,0.9678,628,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:35,26.9,51.0,0.9679,629,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:37,26.9,51.1,0.9678,630,15.9,19.6,13.10,-,0.9685,-0.018,
07/09/2023 16:18:39,26.9,51.1,0.9678,630,15.9,19.6,13.10,-,0.9685,-0.018,
07/09/2023 16:18:41,26.9,51.0,0.9678,630,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:43,26.9,51.0,0.9678,632,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:45,26.9,51.0,0.9678,632,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:47,26.9,51.0,0.9678,632,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:49,26.9,51.0,0.9678,634,15.9,19.5,13.07,-,0.9685,-0.018,
07/09/2023 16:18:51,26.9,51.0,0.9678,634,15.9,19.5,13.07,-,0.9685,-0.018,
